id;name;shortname;strasse;bezirk;plz_ort;von;bis;oeffnungszeiten;Mo;Di;Mi;Do;Fr;Sa;So;closed-exc;hours-exc;w3;bemerkungen;bemerkungen_en;lat;lng;ignore;immer-kostenlos;international;barrierefrei;action;short_distance;train;image;urheberschaft
147;Ökumenischer Adventsbasar im Pfarrgarten;Ökumenischer Adventsbasar im Pfarrgarten;Alt-Lübars 24;Reinickendorf;12469 Berlin;01.12.24;01.12.24;12:00 Uhr - 17:00 Uhr;0;0;0;0;0;0;12:00-17:00;;;/;Rufnummer der Küsterei: 030 402 30 14;;52.6212;13.3566;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
93;46. Lichtenrader Lichtermarkt;46. Lichtenrader Lichtermarkt;Rund um den Dorfteich an der alten Dorfkirche;Tempelhof-Schöneberg;12309 Berlin;01.12.24;01.12.24;13:00 - 19:00 Uhr;0;0;0;0;0;0;13:00-19:00;;;https://www.berlin.de/ba-ts/lichtenrader-lichtermarkt;Er ist eine feste Größe in den Veranstaltungskalendern im vorweihnachtlichen Berlin: der Lichtenrader Lichtermarkt. Rund 100 Vereine, Initiativen und gemeinnützige Organisationen präsentieren ihre Angebote an einem Stand und läuten die Adventszeit in Tempelhof-Schöneberg mit ein.  Es werden unter anderem verschiedenste Bastel- und Handarbeiten, Keramik, Holzwaren, Imkererzeugnisse, Nostalgisches, kunstgewerbliche Arbeiten und Spielsachen zum Verkauf angeboten. Kulinarische Köstlichkeiten laden an den weihnachtlich geschmückten Ständen in friedvoller Atmosphäre des ehemaligen Dorfkerns zum Verweilen ein. Lassen Sie sich vom Lichterglanz verzaubern und in vorweihnachtliche Stimmung versetzen!  Eintritt frei!  Der Lichtermarkt ist nicht gewinnorientiert. Die Einnahmeüberschüsse werden sozialen Zwecken zugeführt.;;52.3906;13.4113;0;1;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
36;Adventsmarkt;Adventsmarkt;Alt-Marzahn 23;Marzahn-Hellersdorf;12685 Berlin;01.12.24;01.12.24;11:00 - 18:00;0;0;0;0;0;0;11:00-18:00;;;https://agrar-boerse-ev.de/inserat/kulturgut-alt-marzahn/;/;;52.5442;13.5582;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
144;Adventsbasar;Adventsbasar;Thusnelda-Allee 1;Mitte;10551 Berlin;01.12.24;01.12.24;12:00 Uhr - 18:00 Uhr;0;0;0;0;0;0;12:00-18:00;;;/;/;;52.5262;13.3398;0;0;0;0;0;1;U Turmstr. (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
21;Weihnachtsmarkt Storkow;Weihnachtsmarkt Storkow;Marktplatz Storkow - Am Markt 10;Storkow (Mark);;06.12.24;08.12.24;14:00 - 20:00 Uhr;0;0;0;0;14:00-20:00;14:00-20:00;14:00-20:00;;;https://www.haupstadtkultur.berlin;Freier Eintritt, Kinderkarussell, Food und Glühweinstände, Handel und Kunsthandwerk u.v.m.;;52.2549;13.9311;0;1;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
114;29. Weihnachtsmarkt auf Lehmanns Bauernhof;29. Weihnachtsmarkt auf Lehmanns Bauernhof;Alt-Marienfelde 35-37;Tempelhof-Schöneberg;12277 Berlin;06.12.24;08.12.24;"Freitag: 14:00-20:00 Uhr
Samstag: 12:00-20:00 Uhr
Sonntag: 12:00-20:00 Uhr";0;0;0;0;14:00-20:00;14:00-20:00;14:00-20:00;;;https://www.lehmannsbauernhof.de/;Auf einem denkmalgeschützten Vierseitenhof, direkt gegenüber der Dorfkirche an der romantischen Dorfaue gelegen, findet zum 29. Mal ein familiär geprägter Weihnachtsmarkt statt. Der Fokus liegt auf Kunsthandwerk und außergewöhnlichen Geschenkidee, ergänzt durch weihnachtliche Gaumengenüsse.  Ein Bühnenprogramm, eine Märchenerzählerin sowie Ponyreiten und die Tiere des Hofes runden das Erlebnis bei freiem Eintritt ab.;;52.4118;13.3668;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
117;29. Weihnachtsmarkt auf Lehmanns Bauernhof;29. Weihnachtsmarkt auf Lehmanns Bauernhof;Alt-Marienfelde 35-37;Tempelhof-Schöneberg;12277 Berlin;13.12.24;15.12.24;"Freitag: 14:00-20:00 Uhr
Samstag: 12:00-20:00 Uhr
Sonntag: 12:00-20:00 Uhr";0;0;0;0;14:00-20:00;14:00-20:00;14:00-20:00;;;https://www.lehmannsbauernhof.de/;Auf einem denkmalgeschützten Vierseitenhof, direkt gegenüber der Dorfkirche an der romantischen Dorfaue gelegen, findet zum 29. Mal ein familiär geprägter Weihnachtsmarkt statt. Der Fokus liegt auf Kunsthandwerk und außergewöhnlichen Geschenkideen,ergänzt durch weihnachtliche Gaumengenüsse.  Ein Bühnenprogramm, eine Märchenerzählerin sowie Ponyreiten und die Tiere des Hofes runden das Erlebnis bei freiem Eintritt ab.;;52.4118;13.3668;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
75;Adventsmarkt auf der Domäne Dahlem;Adventsmarkt auf der Domäne Dahlem;Königin-Luise-Str. 49;Steglitz-Zehlendorf;14195 Berlin;07.12.24;08.12.24;11:00 – 20:00 Uhr;0;0;0;0;0;;;;;https://www.domaene-dahlem.de;Direkt am U-Bahnhof Dahlem Dorf. Im besonderen Ambiente des historischen Gutshofes erwarten Sie erlesenes Kunsthandwerk und besondere Geschenkideen, Bastelangebote für Kinder und saisonale Leckereien. Eintrittspreise: regulär 3,50 €, ermäßigt 2,00 €, Kinder bis 12 Jahren frei;;52.4587;13.2884;0;0;0;0;0;1;U Dahlem-Dorf (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
78;Adventsmarkt auf der Domäne Dahlem;Adventsmarkt auf der Domäne Dahlem;Königin-Luise-Str. 49;Steglitz-Zehlendorf;14195 Berlin;14.12.24;15.12.24;11:00 – 20:00 Uhr;0;0;0;0;0;;;;;https://www.domaene-dahlem.de;Direkt am U-Bahnhof Dahlem Dorf. Im besonderen Ambiente des historischen Gutshofes erwarten Sie erlesenes Kunsthandwerk und besondere Geschenkideen, Bastelangebote für Kinder und saisonale Leckereien. Eintrittspreise: regulär 3,50 €, ermäßigt 2,00 €, Kinder bis 12 Jahren frei;;52.4587;13.2884;0;0;0;0;0;1;U Dahlem-Dorf (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
81;Adventsmarkt auf der Domäne Dahlem;Adventsmarkt auf der Domäne Dahlem;Königin-Luise-Str. 49;Steglitz-Zehlendorf;14195 Berlin;21.12.24;22.12.24;11:00 – 20:00 Uhr;0;0;0;0;0;;;;;https://www.domaene-dahlem.de;Direkt am U-Bahnhof Dahlem Dorf. Im besonderen Ambiente des historischen Gutshofes erwarten Sie erlesenes Kunsthandwerk und besondere Geschenkideen, Bastelangebote für Kinder und saisonale Leckereien. Eintrittspreise: regulär 3,50 €, ermäßigt 2,00 €, Kinder bis 12 Jahren frei;;52.4587;13.2884;0;0;0;0;0;1;U Dahlem-Dorf (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
72;Adventsmarkt auf der Domäne Dahlem;Adventsmarkt auf der Domäne Dahlem;Königin-Luise-Str. 49;Steglitz-Zehlendorf;14195 Berlin;30.11.24;01.12.24;11:00 – 20:00 Uhr;0;0;0;0;0;;;;;https://www.domaene-dahlem.de;Direkt am U-Bahnhof Dahlem Dorf. Im besonderen Ambiente des historischen Gutshofes erwarten Sie erlesenes Kunsthandwerk und besondere Geschenkideen, Bastelangebote für Kinder und saisonale Leckereien. Eintrittspreise: regulär 3,50 €, ermäßigt 2,00 €, Kinder bis 12 Jahren frei;;52.4587;13.2884;0;0;0;0;0;1;U Dahlem-Dorf (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
189;Adventsmarkt auf der Domäne Dahlem;Adventsmarkt auf der Domäne Dahlem;Königin-Luise-Straße 49;Steglitz-Zehlendorf;14195 Berlin;"30.11.2024 /
07.12.2024 /
14.12.2024 /
21.12.2024";"01.12.2024 /
08.12.2024 /
15.12.2024 /
22.12.2024";11:00 Uhr bis 20:00 Uhr;0;0;0;0;0;0;0;;;https://domaene-dahlem.de;Eintritt 3,50 Euro für Erwachsene, ermäßigt 2,00 Euro, Kinder bis 12 Jahre Eintritt frei;;52.4587;13.2884;0;1;0;0;0;1;U Dahlem-Dorf (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
90;Neuzeller Märchenweihnachtsmarkt;Neuzeller Märchenweihnachtsmarkt;Frankfurter Straße, Brauhausplatz, Stiftsplatz;Neuzelle;;07.12.24;08.12.24;"Samstag 12.00 - 20.00 Uhr
Sonntag 11.00 - 18.00 Uhr";0;0;0;0;0;12:00-20:00;12:00-20:00;;;https://www.tourismus.neuzelle.de;"Das Amt Neuzelle mit seinen 3 Gemeinden Lawitz, Neißemünde und Neuzelle lädt Sie herzlich ein, den Neuzeller Märchenweihnachtsmarkt im und am Kloster Neuzelle zu besuchen. Am 2. Adventswochenende ist es wieder soweit, der Neuzeller Märchenweihnachtsmarkt öffnet seine Pforten. Der Platz am und im Kloster verwandelt sich in eine große Märchenbühne. Lassen Sie sich verzaubern von der wunderschönen Adventsstimmung und genießen Sie die unverwechselbare vorweihnachtliche Atmosphäre am Kloster Neuzelle. 
 Seit einigen Jahren zählt der Neuzeller Märchenweihnachtsmarkt zu einem der Schönsten der Region. Gäste aus nah und fern lassen sich in den Bann des Adventszaubers ziehen. In Neuzelle können Sie an beiden Tagen in die Welt der Märchen eintauchen. Im Märchenwald können bekannte und weniger bekannte Märchen bestaunt werden – ein Spaß für Kinder und Erwachsene. Manchmal flitzen auch lebende und rätselhafte Märchenfiguren über den Platz und geben dem Neuzeller Märchenweihnachtsmarkt ein ganz besonderes Flair. 
 Kulinarisch können Sie sich an beiden Tagen verwöhnen lassen. Für den großen und kleinen Hunger gibt es ein breites Angebot köstlicher Spezialitäten – von süßen Leckereien bis zu deftig Herzhaftem, für jeden Geschmack ist etwas dabei. Umgeben von einem stimmungsvollen Ambiente können Sie schlemmen und genießen. 
 Wer noch ein passendes Weihnachtsgeschenk sucht, ist auf dem Neuzeller Märchenweihnachtsmarkt genau richtig. Zahlreiche Handwerker, Hobbykünstler, Vereine und Händler bieten an beiden Tagen ein breitgefächertes Warenangebot zum Verkauf an.
 Für die kleinen Gäste ist es sicherlich ein tolles Erlebnis mit der Ponykutsche zu fahren, mit dem Karussell durch die Lüfte zu schwingen oder am Lagerfeuer Stockkuchen zu backen. Ein ganz besonderer Höhepunkt wird es sein, wenn in den Nachmittagsstunden der Neuzeller Spielmannszug musikalisch einzieht und den Weihnachtsmann mitbringt. 
 Besonders romantisch ist es in den Abendstunden, wenn der Neuzeller Klosterteich und das Kloster stimmungsvoll im Lichtermeer erstrahlen und weihnachtliche Musik erklingt. 
 Erleben Sie zwei märchenhafte Tage in der Adventszeit und genießen Sie mit der Familie, Freunden oder Bekannten schöne Stunden auf dem Neuzeller Märchenweihnachtsmarkt.";;52.0879;14.6481;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
129;Kunsthandwerklicher Weihnachtsmarkt Frohnau;Kunsthandwerklicher Weihnachtsmarkt Frohnau;Wiltinger Straße 1-16 und Zeltinger Platz;Reinickendorf;13465 Berlin;07.12.24;08.12.24;11:00 - 18:00 Uhr;0;0;0;0;0;11:00-18:00;11:00-18:00;;;https://kunsthand-berlin.de/;Nur handgefertigte Objekte aus kleinen Ateliers und Werkstätten, keine Importware!;;52.6343;13.2903;0;0;0;0;0;1;S Frohnau (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
168;St George's Very Green Christmas Fair;St George's Very Green Christmas Fair;Preussenallee 17-19;Charlottenburg-Wilmersdorf;14052 Berlin;07.12.24;07.12.24;14:00 uhr bis 18:00 Uhr;0;0;0;0;0;14:00-18:00;0;;;/;;;52.513;13.2579;0;0;0;0;0;1;U Neu-Westend (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
171;Kunsthandwerklicher Weihnachtsmarkt vor dem Bröhan-Museum;Kunsthandwerklicher Weihnachtsmarkt vor dem Bröhan-Museum;Schloßstr. 1 A;Charlottenburg-Wilmersdorf;14059 Berlin;07.12.24;08.12.24;14:00 Uhr bis 20:00 Uhr;0;0;0;0;0;14:00-20:00;14:00-20:00;;;/;Kunsthandwerk überwiegend aus dem Kiez am Klausenerplatz;;52.5211;13.2958;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
150;Weihnachtsmarkt in der Linde;Weihnachtsmarkt in der Linde;Homburger Str. 48 / Johannisbeger Str. 15A;Charlottenburg-Wilmersdorf;14197 Berlin;07.12.24;07.12.24;12:00 Uhr - 18.00 Uhr;0;0;0;0;0;12:00-18:00;0;;;/;"Wir laden ganz herzlich zu unserem jährlichen Weihnachtsmarkt in der Lindenkirchengemeinde ein.
 Wir bieten an: zahlreiche Kunsthandwerkstände, Bücher & Trödel, Kinder-Karussell, Kaffee & Kuchen, Bratwurst, Punsch, Zuckerwatte u.v.m.
 Zudem gibt es ein musikalisches Angebot in der Kirche und unsere Kita veranstaltet ein Tag der offenen Tür.";;52.4753;13.3106;0;0;0;0;0;1;U Rüdesheimer Platz (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
177;Berliner Wintertraum;Berliner Wintertraum;Schnellerstraße 145;Treptow-Köpenick;12439 Berlin;08.11.24;29.12.24;Vorraussichtlich Mo - Sa 14 - 22 Uhr So & Feiertage 12-22 Uhr;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;;;https://www.berliner-wintertraum.de;"Der neue Weihnachtsmarkt in Berlin - mit den ganz großen Karussells!  Zum ersten Mal findet der Berliner Wintertraum statt und begeistert die Besucher direkt mit aufregenden Attraktionen wie die Riesenschaukel Delirium, der 40 Meter hohe Kettenflieger und der fabrikneue 85 Meter hohe Free-Fall-Tower Mission Impossible.  Darüber hinaus gibt es Glühweingärten und viele köstliche Essenstände. 
 Weitere Informationen folgen.";;52.4664;13.4987;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
30;Adventsmarkt Hermannswerder;Adventsmarkt Hermannswerder;Hermannswerder 22;Potsdam;14473 Berlin;08.12.24;08.12.24;14:00 - 18:00 Uhr;0;0;0;0;0;0;14:00-18:00;;;https://www.hoffbauer-stiftung.de/veranstaltungen/event/adventsmarkt-hermannswerder-2024/;Im romantischen Lichterschein öffnen sich am 8. Dezember bunte Marktstände. Der vor allem bei Familien beliebte Adventsmarkt lebt von seiner romantischen Stimmung und unterscheidet sich durch die liebevoll bestückten Stände von kommerziellen Märkten. Selbstgebackene Plätzchen und Stollen, internationale Weihnachtsspezialitäten, kreativer Schmuck, Feines und Herzhaftes zum Essen und Trinken, Kunsthandwerk und Geschenkideen bieten die Einrichtungen der Hoffbauer-Stiftung, Kunsthandwerker und soziale Einrichtungen an.  Um 14.00 Uhr musikalischer Gottesdienst, um 16.00 Uhr gemeinsames Singen am Feuer und um 18.00 Uhr Konzert des Evangelischen Gymnasiums Hermannswerder in der Inselkirche.;;52.3824;13.034;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
6;Weihnachtsmarkt Altstadt Köpenick - Schlossinsel und Schlossplatz;Weihnachtsmarkt Altstadt Köpenick - Schlossinsel und Schlossplatz;Schloss Köpenick / Grünstraße 4;Treptow-Köpenick;12557 / 12555 Berlin;13.12.24;15.12.24;"13.12.2024 14:00 – 22:00 Uhr
14.12.2024 12:00 – 22:00 Uhr
15.12.2024 12:00 – 20:00 Uhr";0;0;0;0;;;;;;https://www.laubinger.de;/;;52.4448;13.5751;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
48;Weihnachtsmarkt Königs Wusterhausen;Weihnachtsmarkt Königs Wusterhausen;Kirchplatz;Königs Wusterhausen;;13.12.24;15.12.24;14:00 - 22:00 Uhr;0;0;0;0;14:00-22:00;14:00-22:00;14:00-22:00;;;https://www.hauptstadtkultur.berlin;Freier Eintritt, Food und Glühweinstände, Handel und Kunsthandwerk u.v.m.;;52.552;13.4594;0;1;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
24;Weihnachtsmarkt Friedenau;Weihnachtsmarkt Friedenau;Schmiljanstraße zwischen Kaisereiche und Friedrich-Wilhelm-Platz;Tempelhof-Schöneberg;12161 Berlin;13.12.24;15.12.24;"Fr. 14:00 - 22:00 Uhr
Sa. 12:00 - 22:00 Uhr
So. 12:00 - 20:00 Uhr";0;0;0;0;14:00-22:00;14:00-22:00;14:00-22:00;;;https://www.haupstadtkultur.berlin;;;52.4703;13.3305;0;0;0;0;0;1;U Friedrich-Wilhelm-Platz (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
156;Historische Weihnacht - Friedrichshain;Historische Weihnacht - Friedrichshain;Revaler Straße 99 Eingang Höhe Dirschauer Straße;Friedrichshain-Kreuzberg;10245 Berlin;14.11.24;22.12.24;Montag bis Donnerstag: 15:00 Uhr bis 22:00 Uhr Freitag 15:00 Uhr bis 23:00 Uhr Samstag 12:00 Uhr bis 23:00 Uhr Sonntag 12:00 Uhr bis 22:00 Uhr Am 24.11. (Totensonntag) bleibt der Weihnachtsmarkt geschlossen.;15:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;;;/;"Die ""Historische Weihnacht"" ist der beliebteste Weihnachtsmarkt in Friedrichshain/Kreuzberg!";;52.5082;13.4528;0;0;0;0;0;1;S+U Warschauer Str. (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
54;Wein-Nachtsmarkt am Ludwig-Beck-Platz;Wein-Nachtsmarkt am Ludwig-Beck-Platz;Ludwig-Beck-Platz;Steglitz-Zehlendorf;12203 Berlin;14.12.24;15.12.24;12:00 - 21:00 Uhr;0;0;0;0;0;12:00-21:00;12:00-21:00;;;https://www.family-and-friends-ev.de/;/;;52.4428;13.3121;0;0;0;0;0;0;;placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
87;Weihnacht to go im Kranoldkiez;Weihnacht to go im Kranoldkiez;Kranoldplatz und Umgebung;Steglitz-Zehlendorf;12209 Berlin;14.12.24;14.12.24;14:00 - 19:00 Uhr;0;0;0;0;0;14:00-19:00;0;;;https://www.meinlila.de;"Weihnacht &quot;to go&quot; im Kranoldkiez
 Auch in diesem Jahr wird es wieder einen weihnachtlichen Spaziergang durch den Kranoldkiez in Lichterfelde-Ost geben, der von der Standortgemeinschaft „Mein LiLa“ – Lichterfelde/Lankwitz e.V. mit freundlicher Unterstützung der Wirtschaftsförderung Steglitz/Zehlendorf organisiert wird. Mit der Idee, die idyllische Rückseite des Bahnhofes Lichterfelde-Ost mit dem Oberhofer Weg und der Petruskirche zu verbinden, möchte man die Besucher einladen bei einem entspannten Bummel, die beschauliche Atmosphäre im Kiez zu genießen. Kunsthandwerker, Händler, Bastler oder Anbieter kulinarischer Köstlichkeiten werden an festlich geschmückten Marktständen bzw. Verkaufswagen ihre Waren anbieten und viele Geschäfte auf der Route werden bis 19 Uhr geöffnet sein. Ein Bläserchor vor dem Augenoptiker Blickfang um 16 Uhr ist schon eine liebgewonnene Tradition geworden ebenso wie der Gitarrenspieler im Vorgarten der Lebensmittelmanufaktur Kebe sowie die weihnachtliche Blasmusik vor der Galerie Creative Game in der Jägerstraße. Vielleicht finden sich ja auch noch spontan einige junge MusikerInnen, die für eine Hut-Gage etwas zur weihnachtlichen Stimmung beitragen wollen. Für aktualisierte Informationen besuchen sie bitte die Website des Veranstalters: www.meinlila.de";;52.428;13.3273;0;0;0;0;0;1;S Lichterfelde Ost Bhf (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
39;Weihnachtsmarkt auf der Dicken Linda;Weihnachtsmarkt auf der Dicken Linda;Kranoldplatz;Neukölln;12051 Berlin;14.12.24;14.12.24;10:00 - 18:00;0;0;0;0;0;10:00-18:00;0;;;https://www.diemarktplaner.de;/;;52.428;13.3273;0;0;0;0;0;1;S Lichterfelde Ost Bhf (Berlin);placeholder.png;freestocks.org, CC BY-SA 4.0 via Wikimedia Commons
